===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,MyStrategy,len,datetime,Broker,len,cash,value,Trades - Net Profit/Loss,len,pnlplus,pnlminus,BuySell,len,buy,sell,DrawDown,len,drawdown,maxdrawdown,Value,len,value,TimeReturn,len,timereturn
247,,247,2021-12-15 00:00:00,953.210022,978.75,928.25,975.98999,25056400.0,0.0,MyStrategy,247,738139.0,Broker,247,11082.700076000005,10106.710086000005,Trades - Net Profit/Loss,247,,,BuySell,247,,,DrawDown,247,1.057687729979557,2.783353144350467,Value,247,10106.710086000005,TimeReturn,247,-0.0017265558909944634
248,,248,2021-12-16 00:00:00,994.5,994.97998,921.849976,926.919983,27590500.0,0.0,MyStrategy,248,738140.0,Broker,248,11082.700076000005,10155.780093000005,Trades - Net Profit/Loss,248,,,BuySell,248,,,DrawDown,248,0.5773039142400034,2.783353144350467,Value,248,10155.780093000005,TimeReturn,248,0.004855190915980856
249,,249,2021-12-17 00:00:00,914.77002,960.659973,909.039978,932.570007,33479100.0,0.0,MyStrategy,249,738141.0,Broker,249,11082.700076000005,10150.130069000004,Trades - Net Profit/Loss,249,,,BuySell,249,,,DrawDown,249,0.6326163189873732,2.783353144350467,Value,249,10150.130069000004,TimeReturn,249,-0.0005563357957991677
250,,250,2021-12-20 00:00:00,910.700012,921.690002,893.390015,899.940002,18826700.0,0.0,MyStrategy,250,738144.0,Broker,250,11082.700076000005,10182.760074000005,Trades - Net Profit/Loss,250,,,BuySell,250,,,DrawDown,250,0.3131762522781702,2.783353144350467,Value,250,10182.760074000005,TimeReturn,250,0.0032147376219007207
251,,251,2021-12-21 00:00:00,916.869995,939.5,886.119995,938.530029,23839300.0,0.0,MyStrategy,251,738145.0,Broker,251,11082.700076000005,10144.170047000005,Trades - Net Profit/Loss,251,,,BuySell,251,,,DrawDown,251,0.6909635311703944,2.783353144350467,Value,251,10144.170047000005,TimeReturn,251,-0.0037897413588809936
252,,252,2021-12-22 00:00:00,965.659973,1015.659973,957.049988,1008.869995,31211400.0,0.0,MyStrategy,252,738146.0,Broker,252,11082.700076000005,10073.830081000004,Trades - Net Profit/Loss,252,,,BuySell,252,,,DrawDown,252,1.3795752378300439,2.783353144350467,Value,252,10073.830081000004,TimeReturn,252,-0.006934028675988468
253,,253,2021-12-23 00:00:00,1006.799988,1072.930054,997.559998,1067.0,30456356.0,0.0,MyStrategy,253,738147.0,Broker,253,9069.100100000003,10136.100100000003,Trades - Net Profit/Loss,253,45.909973000000036,,BuySell,253,1006.799988,,DrawDown,253,0.7699664123535334,2.783353144350467,Value,253,10136.100100000003,TimeReturn,253,0.006181364833366176
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: 
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - MyStrategy:
      *************************************************************************
      - Params:
      *************************************************************************
      - Indicators:
        .......................................................................
        - three_bars:
          - Lines: up, down
          - Params: None
        .......................................................................
        - CrossOver:
          - Lines: crossover
          - Params: None
      *************************************************************************
      - Observers:
        .......................................................................
        - Broker:
          - Lines: cash, value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - Trades:
          - Lines: pnlplus, pnlminus
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - pnlcomm: True
        .......................................................................
        - BuySell:
          - Lines: buy, sell
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - barplot: False
            - bardist: 0.015
        .......................................................................
        - DrawDown:
          - Lines: drawdown, maxdrawdown
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - Value:
          - Lines: value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - TimeReturn:
          - Lines: timereturn
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - timeframe: None
            - compression: None
            - fund: None
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 10000.0
          - End: 10136.100100000003
        .......................................................................
        - drawdown:
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            - len: 34
            - drawdown: 0.7699664123535334
            - moneydown: 78.65014599999995
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - max:
              - len: 163
              - drawdown: 2.783353144350467
              - moneydown: 279.7498129999949
        .......................................................................
        - tradeanalyzer:
          - Params: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - total:
              - total: 36
              - open: 1
              - closed: 35
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - streak:
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - won:
                - current: 1
                - longest: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - lost:
                - current: 0
                - longest: 4
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - pnl:
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - gross:
                - total: 75.90008799999987
                - average: 2.168573942857139
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - net:
                - total: 75.90008799999987
                - average: 2.168573942857139
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - won:
              - total: 10
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: 708.7800910000001
                - average: 70.87800910000001
                - max: 292.30004899999994
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - lost:
              - total: 25
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: -632.8800030000002
                - average: -25.315200120000007
                - max: -75.76001000000008
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - long:
              - total: 17
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: 111.98004299999991
                - average: 6.587061352941171
                ###############################################################
                - won:
                  - total: 454.22009300000013
                  - average: 64.88858471428573
                  - max: 292.30004899999994
                ###############################################################
                - lost:
                  - total: -342.2400500000002
                  - average: -34.22400500000002
                  - max: -75.76001000000008
              - won: 7
              - lost: 10
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - short:
              - total: 18
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: -36.07995500000004
                - average: -2.0044419444444466
                ###############################################################
                - won:
                  - total: 254.55999799999995
                  - average: 84.85333266666665
                  - max: 107.69000299999993
                ###############################################################
                - lost:
                  - total: -290.639953
                  - average: -19.375996866666664
                  - max: -36.729979999999955
              - won: 3
              - lost: 15
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - len:
              - total: 235
              - average: 6.714285714285714
              - max: 21
              - min: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - won:
                - total: 121
                - average: 12.1
                - max: 21
                - min: 4
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - lost:
                - total: 114
                - average: 4.56
                - max: 13
                - min: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - long:
                - total: 143
                - average: 8.411764705882353
                - max: 21
                - min: 2
                ###############################################################
                - won:
                  - total: 79
                  - average: 11.285714285714286
                  - max: 21
                  - min: 4
                ###############################################################
                - lost:
                  - total: 64
                  - average: 6.4
                  - max: 13
                  - min: 2
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - short:
                - total: 92
                - average: 5.111111111111111
                - max: 17
                - min: 1
                ###############################################################
                - won:
                  - total: 42
                  - average: 14.0
                  - max: 17
                  - min: 11
                ###############################################################
                - lost:
                  - total: 50
                  - average: 3.3333333333333335
                  - max: 8
                  - min: 1
