,DateTime,Close
0,2021-12-19 22:15:00,1.12368
1,2021-12-19 23:00:00,1.12429
2,2021-12-20 00:00:00,1.125
3,2021-12-20 01:00:00,1.12385
4,2021-12-20 02:00:00,1.12482
5,2021-12-20 03:00:00,1.12483
6,2021-12-20 04:00:00,1.12492
7,2021-12-20 05:00:00,1.12543
8,2021-12-20 06:00:00,1.1252
9,2021-12-20 07:00:00,1.12551
10,2021-12-20 08:00:00,1.12676
11,2021-12-20 09:00:00,1.1262
12,2021-12-20 10:00:00,1.12666
13,2021-12-20 11:00:00,1.12704
14,2021-12-20 12:00:00,1.12686
15,2021-12-20 13:00:00,1.12933
16,2021-12-20 14:00:00,1.12991
17,2021-12-20 15:00:00,1.12887
18,2021-12-20 16:00:00,1.12964
19,2021-12-20 17:00:00,1.12842
20,2021-12-20 18:00:00,1.12809
21,2021-12-20 19:00:00,1.12741
22,2021-12-20 20:00:00,1.12778
23,2021-12-20 21:00:00,1.12764
24,2021-12-20 22:15:00,1.1278
25,2021-12-20 23:00:00,1.12771
26,2021-12-21 00:00:00,1.1278
27,2021-12-21 01:00:00,1.12814
28,2021-12-21 02:00:00,1.12864
29,2021-12-21 03:00:00,1.12825
30,2021-12-21 04:00:00,1.12805
31,2021-12-21 05:00:00,1.12807
32,2021-12-21 06:00:00,1.12782
33,2021-12-21 07:00:00,1.12879
34,2021-12-21 08:00:00,1.13004
35,2021-12-21 09:00:00,1.12951
36,2021-12-21 10:00:00,1.12922
